-0.0153980	4.3024300
0.0109290	45.9270000
-0.0112780	87.7406000
-0.0132250	296.0378100
-0.0109290	264.3940000
-0.0114720	286.4800000
-0.0116110	277.3120000
-0.0109600	286.1010000
-0.0115030	106.9150000
-0.0109830	280.6640000
-0.0110990	77.9349000
-0.0120070	288.5820000
-0.0123170	88.8866000
-0.0110220	88.6029000
-0.0112540	267.7420000
-0.0109750	261.9530000
-0.0119450	282.6140000
-0.0111300	18.7179000
-0.0112930	19.4906000
-0.0113170	31.1113000
-0.0130780	43.5940000
-0.0112230	90.1541000
-0.0117350	59.3091000
-0.0114170	60.3411000
-0.0110060	75.6021000
-0.0109750	93.8179000
-0.0110290	104.9250000
0.0126430	105.1850000
-0.0110060	56.2237000
-0.0109910	101.6590000
-0.0115180	111.8090000
-0.0109520	85.2964000
-0.0110220	87.9866000
-0.0112850	94.1278000
-0.0114480	288.9400000
-0.0111460	268.8690000
-0.0111460	260.2890000
-0.0110530	270.6680000
-0.0130230	274.5620000
-0.0110600	68.3357000
-0.0112230	88.0722000
0.0118600	43.6120000
-0.0109980	111.4330000
0.0136210	68.0810000
-0.0113010	43.6602000
-0.0116500	47.3105000
0.0118670	107.6580000
0.0122940	52.5380000
-0.0153360	296.5521500
-0.0118440	38.2538000
-0.0119530	217.4990000
0.0134350	63.6350000
0.0113240	277.4510000
-0.0131320	312.9380000
-0.0117670	92.6185000
-0.0112000	20.9980000
-0.0127600	21.7459000
-0.0111920	35.9483000
-0.0114330	48.0407000
-0.0115880	269.1800000
-0.0117350	87.1532000
-0.0112850	109.5990000
-0.0110920	53.9358000
-0.0112540	54.7041000
-0.0123330	67.7964000
0.0116580	84.5508000
-0.0111540	108.7030000
-0.0118750	208.6400000
-0.0112470	80.3649000
-0.0112160	88.3154000
-0.0111850	91.3104000
-0.0115570	278.7590000
-0.0112700	110.0640000
-0.0119290	278.0200000
-0.0126590	215.3950000
0.0109440	122.2420000
-0.0116110	59.0344000
0.0122400	112.3920000
