-0.023	169.414
0.015	347.494
-0.021	162.814
-0.012	190.501
-0.011	13.136
0.014	42.258
0.012	13.644
0.011	138.745
-0.023	156.252
-0.023	171.369
0.013	4.032
0.011	33.550
-0.016	156.793
-0.012	176.220
0.011	195.547
0.011	210.593
0.011	158.282
-0.047	192.319
-0.013	7.990
0.011	13.069
0.016	31.272
-0.011	190.678
0.013	3.379
0.014	14.779
-0.011	154.014
0.011	189.888
0.018	340.325
0.011	13.753
-0.026	183.679
-0.011	190.555
0.017	11.762
0.011	185.355
-0.013	195.801
0.018	347.430
-0.020	161.048
-0.014	158.052
-0.039	171.670
0.011	13.052
-0.011	174.506
-0.014	7.959
0.012	355.663
0.011	340.542
0.011	13.681
0.012	337.562
-0.016	154.056
0.012	28.381
-0.014	152.176
0.011	18.412
-0.014	159.596
0.019	30.535
-0.025	163.007
-0.011	186.711
0.012	188.200
0.011	201.380
-0.011	6.279
0.011	11.260
0.032	24.896
0.011	336.865
-0.014	157.860
0.013	8.282
0.011	6.469
-0.012	195.682
0.012	15.124
-0.011	210.612
0.015	352.444
-0.012	8.065
-0.019	183.240
-0.012	151.134
0.017	341.504
0.017	43.714
-0.011	150.318
0.016	343.567
-0.014	152.836
0.011	11.348
0.015	43.270
-0.020	159.699
0.011	196.287
0.011	7.721
-0.011	13.033
-0.021	159.252
0.012	350.036
0.012	25.305
-0.013	163.039
0.012	342.969
0.011	189.355
-0.018	157.399
-0.011	192.227
0.026	356.886
0.012	33.192
-0.011	163.837
0.014	349.916
-0.025	160.119
-0.020	166.740
-0.011	16.595
-0.017	167.758
0.011	199.624
0.012	189.396
0.013	346.125
0.011	6.690
0.011	159.574
-0.020	163.099
0.012	30.058
-0.011	170.324
0.012	8.069
0.011	21.132
0.011	25.925
0.012	351.910
0.012	38.933
-0.011	176.293
0.011	189.047
-0.018	174.444
0.013	353.915
0.012	4.137
0.011	251.875
0.015	356.621
0.016	49.228
-0.011	179.666
0.013	346.387
-0.017	158.102
0.017	342.389
-0.011	1.831
-0.011	11.918
-0.021	173.415
-0.011	351.834
0.011	11.760
0.012	55.206
-0.016	154.405
0.015	25.382
-0.011	189.383
0.011	199.259
0.022	18.195
0.013	46.050
-0.011	64.796
0.011	312.213
0.025	339.455
-0.011	359.452
-0.018	156.036
0.011	17.612
0.011	24.143
-0.012	145.134
0.011	5.854
-0.011	6.748
0.011	29.857
-0.015	167.114
0.011	17.688
-0.026	168.480
0.012	342.646
-0.012	356.919
0.020	44.866
0.011	333.191
-0.013	171.768
0.017	350.458
-0.026	162.664
0.014	12.328
-0.012	168.780
0.012	179.279
0.011	6.870
-0.011	16.613
-0.017	167.129
0.012	11.106
-0.011	168.876
0.015	343.861
0.017	38.770
-0.022	168.620
-0.023	155.503
0.011	21.991
0.015	358.161
-0.011	130.306
-0.011	357.292
-0.011	158.563
-0.011	188.460
0.012	6.171
0.012	18.819
-0.027	158.480
0.011	332.686
0.011	3.637
0.017	36.587
-0.023	166.283
0.011	351.046
-0.011	359.127
-0.011	14.562
-0.014	198.243
0.012	14.143
0.011	24.870
0.012	11.775
0.016	6.641
-0.011	8.800
-0.018	165.213
0.011	244.054
0.014	342.812
-0.012	8.510
0.011	187.164
0.011	356.079
0.011	337.172
0.014	8.746
0.012	347.982
0.013	22.887
-0.012	151.268
0.011	358.920
-0.033	168.199
0.014	344.928
0.011	347.223
-0.018	150.701
-0.011	189.535
0.011	27.912
-0.014	150.610
0.012	8.344
0.017	9.924
0.011	48.893
-0.034	163.903
-0.011	310.785
0.016	344.251
-0.026	153.636
0.013	54.000
0.013	344.111
-0.015	148.561
0.011	175.795
0.011	168.516
-0.011	1.232
0.011	16.201
-0.011	146.022
-0.011	175.657
0.018	353.190
0.011	40.638
-0.011	168.676
0.026	38.678
0.011	3.900
-0.011	133.948
0.025	359.754
-0.011	355.160
-0.045	167.382
-0.011	173.049
-0.011	185.832
-0.011	348.128
0.012	21.054
0.013	39.906
-0.012	146.772
-0.018	172.807
